,VIV_SEL,P1_1,P1_2,P1_3,P1_4,P1_5_1,P1_5_2,P2_1,P2_2,P2_3,cve_est,cve_mun,Cluster
484,4,2,1,1,1,1,1,3,1,1,1,1,1
485,5,3,1,1,1,1,1,5,1,1,1,1,2
486,1,3,1,1,1,1,1,4,1,1,1,1,2
487,2,2,1,1,1,1,2,5,1,1,1,1,2
488,3,3,1,1,1,1,1,4,1,1,1,1,2
489,4,3,1,1,1,1,1,5,1,1,1,1,2
490,5,3,1,1,1,1,1,5,1,1,1,1,2
491,1,3,1,1,1,1,1,5,1,1,1,1,2
492,2,3,1,1,1,1,2,4,1,1,1,1,2
493,5,3,1,1,1,1,1,4,1,1,1,1,1
494,1,3,1,1,1,1,1,4,1,1,1,1,2
495,2,3,1,1,1,1,1,4,1,1,1,1,2
496,3,3,1,1,1,1,1,1,1,1,1,1,1
497,4,3,1,1,1,1,1,3,1,1,1,1,2
498,1,3,1,1,1,1,1,3,1,1,1,1,2
499,2,3,1,1,1,1,1,1,1,1,1,1,2
500,3,3,1,1,1,1,1,3,1,1,1,1,2
501,4,3,1,1,1,1,1,2,1,1,1,1,1
502,5,3,1,1,1,1,1,5,1,1,1,1,2
503,1,3,1,1,1,1,1,5,1,1,1,1,2
504,2,3,1,1,1,1,1,4,1,1,1,1,2
505,4,3,1,1,1,1,1,1,1,1,1,1,1
506,5,3,1,1,1,1,1,3,1,1,1,1,1
507,1,3,1,1,1,1,2,1,1,1,1,1,2
508,2,3,1,1,1,1,1,8,1,1,1,1,2
509,3,3,1,1,1,1,1,3,1,1,1,1,2
510,4,3,1,1,1,1,1,2,1,1,1,1,1
511,1,3,1,1,1,1,1,4,1,1,1,1,2
512,3,3,1,1,1,1,1,3,1,1,1,1,2
513,4,3,1,1,1,1,1,3,1,1,1,1,2
514,5,3,1,1,1,1,1,2,1,1,1,1,1
515,1,3,1,1,1,1,1,2,1,1,1,1,2
516,2,2,1,1,1,1,1,4,1,1,1,1,2
517,3,2,1,1,1,2,1,7,1,1,1,1,2
518,4,3,1,1,1,1,2,2,1,1,1,1,1
519,5,3,1,1,1,1,1,3,1,1,1,1,1
520,2,3,1,1,1,1,1,7,1,1,1,1,2
521,3,2,1,1,1,1,1,5,1,1,1,1,2
522,4,3,1,1,1,1,1,6,1,1,1,1,2
523,5,2,1,1,1,1,2,4,1,1,1,1,1
524,1,3,1,1,1,1,1,6,1,1,1,1,2
525,2,3,1,1,1,1,1,5,1,1,1,1,2
526,3,3,1,1,1,1,1,3,1,1,1,1,2
527,4,3,1,1,1,1,1,4,1,1,1,1,2
528,5,3,1,1,1,1,1,2,1,1,1,1,1
529,1,3,1,1,1,1,1,2,1,1,1,1,2
530,2,3,1,1,1,1,1,8,2,2,1,1,2
531,3,3,1,1,1,1,1,8,1,1,1,1,2
532,4,3,1,1,1,1,2,5,1,1,1,1,2
533,5,3,1,1,1,1,1,4,1,1,1,1,1
534,1,3,1,1,1,1,1,8,1,1,1,1,2
535,2,3,1,1,1,1,1,1,1,1,1,1,2
536,3,3,1,1,1,1,2,4,1,1,1,1,2
537,5,3,1,1,1,1,1,4,1,1,1,1,1
538,1,3,1,1,1,1,1,4,1,1,1,1,2
539,2,3,1,1,1,1,1,5,1,1,1,1,2
540,3,3,1,1,1,1,2,1,1,1,1,1,1
541,5,3,1,1,1,1,1,6,1,1,1,1,2
542,1,3,1,1,1,1,1,2,1,1,1,1,2
543,2,3,1,1,1,1,1,3,1,1,1,1,2
544,3,3,1,1,1,1,1,4,1,1,1,1,2
545,4,3,1,1,1,1,1,4,1,1,1,1,2
546,2,3,1,1,1,1,1,3,1,1,1,1,2
547,3,3,1,1,1,1,1,5,1,1,1,1,2
548,5,3,1,1,1,1,1,4,1,1,1,1,1
549,1,3,1,1,1,1,1,3,1,1,1,1,2
550,3,2,1,1,1,1,1,3,1,1,1,1,2
551,5,3,1,1,1,1,1,4,1,1,1,1,1
552,2,2,1,1,1,1,1,5,1,1,1,1,2
553,3,2,1,1,1,1,1,3,1,1,1,1,2
554,4,2,1,1,1,2,2,2,1,1,1,1,1
555,5,2,1,1,1,1,1,4,1,1,1,1,1
556,2,3,1,1,1,1,1,4,1,1,1,1,2
557,4,2,1,1,1,1,1,5,1,1,1,1,2
558,5,3,1,1,1,1,1,11,1,1,1,1,2
559,2,2,1,1,1,1,1,12,1,1,1,1,2
560,3,3,1,1,1,1,1,1,1,1,1,1,1
561,4,2,1,1,1,1,1,1,1,1,1,1,1
562,5,3,1,1,1,1,1,1,1,1,1,1,1
563,1,2,1,1,1,2,2,1,1,1,1,1,2
564,2,2,1,1,1,1,1,6,2,2,1,1,2
565,3,2,1,1,1,1,1,5,1,1,1,1,2
566,4,2,1,1,1,2,2,3,1,1,1,1,1
567,5,3,1,1,1,1,1,3,1,1,1,1,1
568,1,3,1,1,1,1,1,2,1,1,1,1,2
569,3,3,1,1,1,1,1,3,1,1,1,1,2
570,4,3,1,1,1,1,1,3,1,1,1,1,2
571,5,3,1,1,1,1,1,2,1,1,1,1,1
572,1,3,1,1,1,1,1,2,1,1,1,1,2
573,2,2,1,1,1,1,1,6,1,1,1,1,2
574,3,3,1,1,1,1,2,1,1,1,1,1,1
575,4,3,1,1,1,1,2,3,1,1,1,1,2
576,5,3,1,1,1,1,1,1,1,1,1,1,1
577,2,2,1,1,1,2,1,3,1,1,1,1,2
578,5,3,1,1,1,1,1,5,1,1,1,1,2
579,1,2,1,1,1,1,1,3,1,1,1,1,2
580,2,2,1,1,1,1,2,8,1,1,1,1,2
581,3,2,1,1,1,1,1,9,2,2,1,1,2
582,4,3,1,1,1,1,1,6,1,1,1,1,2
583,5,2,1,1,1,1,1,1,1,1,1,1,1
584,1,2,1,1,1,1,1,6,1,1,1,1,2
585,2,2,1,1,1,1,1,8,1,1,1,1,2
586,3,2,1,1,1,1,1,10,2,2,1,1,2
587,4,2,1,1,1,1,1,4,1,1,1,1,2
588,1,3,1,1,1,1,1,2,1,1,1,1,2
589,2,3,1,1,1,1,1,2,1,1,1,1,2
590,3,3,1,1,1,1,1,4,1,1,1,1,2
591,4,3,1,1,1,1,1,5,1,1,1,1,2
592,5,3,1,1,1,1,2,4,1,1,1,1,1
593,1,3,1,1,1,1,1,2,1,1,1,1,2
594,2,3,1,1,1,1,1,4,1,1,1,1,2
595,3,3,1,1,1,1,1,3,1,1,1,1,2
596,4,3,1,1,1,1,1,3,1,1,1,1,2
597,5,3,1,1,1,1,1,3,1,1,1,1,1
598,1,3,1,1,1,1,1,7,2,2,1,1,2
599,2,3,1,1,1,1,1,7,2,2,1,1,2
600,4,3,1,1,1,1,1,5,1,1,1,1,2
601,5,3,1,1,1,1,1,2,1,1,1,1,1
602,1,3,1,1,1,1,1,5,1,1,1,1,2
603,3,3,1,1,1,1,2,1,1,1,1,1,1
604,5,3,1,1,1,1,1,5,1,1,1,1,2
605,1,3,1,1,1,1,1,5,1,1,1,1,2
606,3,3,1,1,1,1,1,3,1,1,1,1,2
607,5,3,1,1,1,1,1,2,1,1,1,1,1
608,1,2,1,1,1,1,1,5,1,1,1,1,2
609,2,3,1,1,1,1,2,1,1,1,1,1,2
610,3,3,1,1,1,1,1,3,1,1,1,1,2
611,4,2,1,1,1,1,1,3,1,1,1,1,1
612,5,3,1,1,1,1,1,2,1,1,1,1,1
613,1,2,1,1,1,1,1,2,1,1,1,1,2
614,2,3,1,1,1,1,2,3,1,1,1,1,2
615,3,3,1,1,1,1,1,2,1,1,1,1,2
616,5,3,1,1,1,1,1,5,1,1,1,1,2
617,1,3,1,1,1,1,1,2,1,1,1,1,2
618,2,3,1,1,1,1,1,1,1,1,1,1,2
619,3,3,1,1,1,1,1,5,1,1,1,1,2
620,5,3,1,1,1,1,1,3,1,1,1,1,1
621,1,3,1,1,1,1,1,3,1,1,1,1,2
622,2,3,1,1,1,1,1,5,1,1,1,1,2
623,3,3,1,1,1,2,1,6,1,1,1,1,2
624,4,3,1,1,1,1,1,1,1,1,1,1,1
625,1,3,1,1,1,1,2,5,1,1,1,1,2
626,2,3,1,1,1,1,1,4,1,1,1,1,2
627,3,3,1,1,1,1,2,1,1,1,1,1,1
628,4,3,1,1,1,1,1,3,1,1,1,1,2
629,5,3,1,1,1,1,1,6,1,1,1,1,2
630,1,2,1,1,1,1,1,3,1,1,1,1,2
631,3,3,1,1,1,1,1,3,1,1,1,1,2
632,4,2,1,1,1,1,1,2,1,1,1,1,1
633,5,2,1,1,1,1,1,2,2,2,1,1,1
634,1,2,1,1,1,1,1,4,1,1,1,1,2
635,4,2,1,1,1,1,1,5,1,1,1,1,2
636,5,3,1,1,1,1,1,5,1,1,1,1,2
637,2,3,1,1,1,1,1,2,1,1,1,1,2
638,3,2,1,1,1,1,1,6,1,1,1,1,2
639,5,3,1,1,1,1,1,2,1,1,1,1,1
640,2,3,1,1,1,1,1,3,1,1,1,1,2
641,3,3,1,1,1,1,1,2,1,1,1,1,2
642,4,3,1,1,1,1,1,3,1,1,1,1,2
643,5,3,1,1,1,1,1,2,1,1,1,1,1
644,1,3,1,1,1,1,1,5,1,1,1,1,2
645,2,3,1,1,1,1,2,4,1,1,1,1,2
646,3,3,1,1,1,1,1,4,1,1,1,1,2
647,5,2,1,1,1,1,1,3,1,1,1,1,1
648,2,3,1,1,1,1,1,1,1,1,1,1,2
649,3,3,1,1,1,1,1,3,1,1,1,1,2
650,4,3,1,1,1,1,1,1,1,1,1,1,1
651,1,3,1,1,1,1,1,2,1,1,1,1,2
652,2,3,1,1,1,1,1,1,1,1,1,1,2
653,3,3,1,1,1,1,1,6,1,1,1,1,2
654,4,3,1,1,1,1,1,2,1,1,1,1,1
655,5,2,1,1,1,1,1,4,1,1,1,1,1
656,1,2,1,1,1,1,1,5,1,1,1,1,2
657,2,3,1,1,1,1,1,4,1,1,1,1,2
658,3,1,1,1,1,1,1,7,1,1,1,1,2
659,5,2,1,1,1,1,1,4,1,1,1,1,1
660,1,3,1,1,1,1,1,6,1,1,1,1,2
661,2,3,1,1,1,1,1,5,1,1,1,1,2
662,4,2,1,1,1,1,1,2,1,1,1,1,1
663,5,3,1,1,1,1,1,3,1,1,1,1,1
664,1,2,1,1,1,1,1,5,1,1,1,1,2
665,2,2,1,1,1,1,1,3,1,1,1,1,2
666,3,3,1,1,1,1,1,5,1,1,1,1,2
667,4,2,1,1,1,1,2,2,1,1,1,1,1
668,5,2,1,1,1,1,2,5,1,1,1,1,2
669,1,3,1,1,1,1,1,9,1,1,1,1,2
670,2,3,1,1,1,1,1,3,1,1,1,1,2
671,3,3,1,1,1,1,2,6,1,1,1,1,2
672,5,3,1,1,1,1,1,3,1,1,1,1,1
673,1,2,1,1,1,1,1,6,1,1,1,1,2
674,2,2,1,1,1,1,1,3,1,1,1,1,2
675,3,2,1,1,1,1,2,2,1,1,1,1,2
676,5,2,1,1,1,1,1,3,2,2,1,1,1
677,1,2,1,1,1,1,1,9,1,1,1,1,2
678,2,3,1,1,1,1,1,4,1,1,1,1,2
679,3,2,1,1,1,1,2,2,1,1,1,1,2
680,4,2,1,1,1,1,1,5,1,1,1,1,2
681,5,2,1,1,1,1,1,2,1,1,1,1,1
682,1,2,1,1,1,1,2,4,1,1,1,1,2
683,2,2,1,1,1,1,2,3,1,1,1,1,2
684,3,2,1,1,1,1,1,2,1,1,1,1,2
685,4,2,1,1,1,1,1,2,1,1,1,1,1
686,5,2,1,1,1,1,1,3,1,1,1,1,1
687,2,3,1,1,1,1,1,3,1,1,1,1,2
688,3,3,1,1,1,1,1,4,1,1,1,1,2
689,4,3,1,1,1,1,1,1,1,1,1,1,1
690,5,3,1,1,1,1,1,4,1,1,1,1,1
691,1,3,1,1,1,1,1,6,1,1,1,1,2
692,3,3,1,1,1,1,1,3,1,1,1,1,2
693,4,3,1,1,1,1,1,2,1,1,1,1,1
694,5,3,1,1,1,1,1,4,1,1,1,1,1
695,2,3,1,1,1,1,1,7,1,1,1,1,2
696,4,3,1,1,1,1,1,4,1,1,1,1,2
697,5,3,1,1,1,1,1,5,1,1,1,1,2
698,1,3,1,1,1,1,1,3,1,1,1,1,2
699,2,3,1,1,1,1,1,3,1,1,1,1,2
700,4,3,1,1,1,1,1,2,1,1,1,1,1
701,2,3,1,1,1,1,1,2,1,1,1,1,2
702,1,3,1,1,1,1,1,5,1,1,1,1,2
703,2,3,1,1,1,1,1,4,1,1,1,1,2
704,3,3,1,1,1,1,1,3,1,1,1,1,2
705,4,3,1,1,1,1,1,6,1,1,1,1,2
706,5,3,1,1,1,1,1,4,1,1,1,1,1
707,2,3,1,1,1,1,1,3,1,1,1,1,2
708,3,3,1,1,1,1,1,3,1,1,1,1,2
709,4,3,1,1,1,1,1,2,1,1,1,1,1
710,5,3,1,1,1,1,1,5,1,1,1,1,2
711,2,3,1,1,1,1,1,3,1,1,1,1,2
712,3,3,1,1,1,1,1,3,1,1,1,1,2
713,4,3,1,1,1,1,1,2,1,1,1,1,1
714,5,3,1,1,1,1,1,2,1,1,1,1,1
715,1,3,1,1,1,1,1,4,1,1,1,1,2
716,2,3,1,1,1,1,1,5,1,1,1,1,2
717,3,3,1,1,1,2,2,6,1,1,1,1,2
718,4,3,1,1,1,1,1,1,1,1,1,1,1
719,5,3,1,1,1,1,1,5,2,2,1,1,2
720,1,3,1,1,1,1,1,8,2,2,1,1,2
721,3,3,1,1,1,1,1,1,1,1,1,1,1
722,4,3,1,1,1,1,1,1,1,1,1,1,1
723,1,3,1,1,1,1,1,2,1,1,1,1,2
724,2,3,1,1,1,1,1,3,1,1,1,1,2
725,3,2,1,1,1,1,1,3,1,1,1,1,2
726,4,3,1,1,1,1,1,2,1,1,1,1,1
727,5,2,1,1,1,1,1,3,1,1,1,1,1
728,1,3,1,1,1,1,1,4,1,1,1,1,2
729,2,3,1,1,1,1,1,3,1,1,1,1,2
730,3,3,1,1,1,1,1,1,1,1,1,1,1
731,5,3,1,1,1,1,1,3,1,1,1,1,1
732,1,3,1,1,1,1,1,2,1,1,1,1,2
733,2,2,1,1,1,1,1,3,1,1,1,1,2
734,3,3,1,1,1,1,2,1,1,1,1,1,1
735,4,3,1,1,1,1,1,3,1,1,1,1,2
736,5,2,1,1,1,1,2,7,2,2,1,1,2
737,1,3,1,1,1,1,1,4,1,1,1,1,2
738,2,3,1,1,1,1,1,2,1,1,1,1,2
739,3,3,1,1,1,1,2,5,1,1,1,1,2
740,4,3,1,1,1,1,2,1,1,1,1,1,1
741,5,3,1,1,1,1,1,1,1,1,1,1,1
742,1,3,1,1,1,1,1,5,1,1,1,1,2
743,2,3,1,1,1,1,1,3,1,1,1,1,2
744,3,3,1,1,1,1,1,4,1,1,1,1,2
745,4,3,1,1,1,1,2,8,1,1,1,1,2
746,5,3,1,1,1,1,1,2,1,1,1,1,1
747,1,2,1,1,1,1,1,3,1,1,1,1,2
748,2,3,1,1,1,1,1,4,1,1,1,1,2
749,3,3,1,1,1,1,1,5,1,1,1,1,2
750,5,2,1,1,1,1,1,4,1,1,1,1,1
751,1,3,1,1,1,1,1,8,1,1,1,1,2
752,2,3,1,1,1,1,1,2,1,1,1,1,2
753,3,3,2,1,1,1,1,5,1,1,1,1,2
754,4,2,1,1,1,1,1,2,1,1,1,1,1
755,5,3,1,1,1,1,1,5,1,1,1,1,2
756,1,2,1,1,1,2,2,1,1,1,1,1,2
757,2,3,1,1,1,2,2,1,1,1,1,1,2
758,3,3,1,1,1,1,1,2,1,1,1,1,2
759,4,3,1,1,1,1,1,3,1,1,1,1,2
760,5,3,1,1,1,1,1,3,1,1,1,1,1
761,1,3,1,1,1,1,1,5,1,1,1,1,2
762,2,3,1,1,1,1,1,4,1,1,1,1,2
763,4,2,1,1,1,1,1,2,1,1,1,1,1
764,2,3,2,1,1,2,2,1,1,1,1,1,2
765,3,3,1,1,1,1,1,1,1,1,1,1,1
766,4,3,1,1,1,1,1,4,1,1,1,1,2
767,5,3,2,1,1,1,2,3,1,1,1,1,1
768,1,3,1,1,1,1,1,2,1,1,1,1,2
769,3,3,1,1,1,1,1,8,1,1,1,1,2
770,5,3,2,1,1,2,2,2,1,1,1,1,1
771,2,3,1,1,1,1,1,5,1,1,1,1,2
772,3,3,1,1,1,1,1,4,1,1,1,1,2
773,4,3,1,1,1,1,1,6,1,1,1,1,2
774,5,3,2,1,1,1,1,7,1,1,1,1,2
775,1,3,1,1,1,1,1,3,1,1,1,1,2
776,3,3,1,1,1,1,2,2,1,1,1,1,2
777,4,3,1,1,1,1,1,4,1,1,1,1,2
778,5,3,1,1,1,1,1,3,1,1,1,1,1
779,1,2,1,1,1,1,1,6,1,1,1,1,2
780,2,3,1,1,1,1,1,8,1,1,1,1,2
781,3,3,1,1,1,1,1,3,1,1,1,1,2
782,4,3,1,1,1,1,1,1,1,1,1,1,1
783,5,3,1,1,1,1,1,8,1,1,1,1,2
784,2,2,1,1,1,1,1,2,1,1,1,1,2
785,3,3,1,1,1,1,1,5,1,1,1,1,2
786,4,3,1,1,1,1,1,1,1,1,1,1,1
787,5,3,1,1,1,1,1,4,1,1,1,1,1
788,1,3,1,1,1,1,1,3,1,1,1,1,2
789,2,3,1,1,1,1,1,1,1,1,1,1,2
790,3,3,1,1,1,1,1,1,1,1,1,1,1
791,4,3,1,1,1,1,1,5,1,1,1,1,2
792,5,3,1,1,1,1,1,2,1,1,1,1,1
793,1,3,1,1,1,1,1,2,1,1,1,1,2
794,2,3,1,1,1,1,1,3,1,1,1,1,2
795,3,3,1,1,1,1,1,4,1,1,1,1,2
796,4,3,1,1,1,1,1,5,1,1,1,1,2
797,5,3,1,1,1,1,1,5,1,1,1,1,2
798,2,3,1,1,1,1,1,2,1,1,1,1,2
799,1,2,1,1,1,1,1,2,1,1,1,1,2
800,2,3,1,1,1,1,1,5,1,1,1,1,2
801,3,2,1,1,1,1,1,4,1,1,1,1,2
802,4,2,1,1,1,1,1,1,1,1,1,1,1
803,5,2,1,1,1,1,2,3,1,1,1,1,1
804,2,3,1,1,1,1,1,4,1,1,1,1,2
805,3,2,1,1,1,1,1,2,1,1,1,1,2
806,5,3,1,1,1,1,1,6,1,1,1,1,2
807,1,2,1,1,1,1,1,4,1,1,1,1,2
808,2,3,1,1,1,1,1,3,1,1,1,1,2
809,4,2,1,1,1,1,2,8,2,2,1,1,2
810,5,3,1,1,1,1,1,5,1,1,1,1,2
811,2,3,1,1,1,1,1,3,1,1,1,1,2
812,3,3,1,1,1,1,1,4,1,1,1,1,2
813,4,3,1,1,1,1,1,2,1,1,1,1,1
814,5,3,1,1,1,1,1,2,1,1,1,1,1
815,1,3,1,1,1,1,1,3,1,1,1,1,2
816,3,3,1,1,1,1,1,2,1,1,1,1,2
817,4,3,1,1,1,1,1,2,1,1,1,1,1
818,3,3,1,1,1,1,1,2,1,1,1,1,2
819,5,3,1,1,1,1,1,3,1,1,1,1,1
820,1,3,1,1,1,1,1,1,1,1,1,1,2
821,3,3,1,1,1,1,1,1,1,1,1,1,1
822,4,3,1,1,1,1,1,5,1,1,1,1,2
823,5,3,1,1,1,1,1,1,1,1,1,1,1
824,1,3,1,1,1,1,1,1,1,1,1,1,2
825,2,2,1,1,1,1,2,1,1,1,1,1,2
826,3,3,1,1,1,1,1,1,1,1,1,1,1
827,4,3,1,1,1,1,1,3,1,1,1,1,2
828,5,3,1,1,1,1,1,1,1,1,1,1,1
829,3,3,1,1,1,1,1,4,1,1,1,1,2
830,4,3,1,1,1,1,1,5,1,1,1,1,2
831,5,3,1,1,1,1,1,2,1,1,1,1,1
832,1,3,1,1,1,1,2,2,1,1,1,1,2
833,2,3,1,1,1,2,2,1,1,1,1,1,2
834,4,3,2,1,1,1,1,4,1,1,1,1,2
835,5,2,1,1,1,1,2,2,1,1,1,1,1
836,4,3,1,1,1,1,1,2,1,1,1,1,1
837,5,3,1,1,1,1,1,1,1,1,1,1,1
838,2,3,1,1,1,1,1,2,1,1,1,1,2
839,3,3,1,1,1,1,1,8,1,1,1,1,2
840,4,3,1,1,1,1,1,3,1,1,1,1,2
841,5,3,1,1,1,1,1,2,1,1,1,1,1
842,1,3,1,1,1,2,1,2,1,1,1,1,2
843,3,3,1,1,1,1,1,1,1,1,1,1,1
844,4,3,1,1,1,1,1,6,1,1,1,1,2
845,2,3,1,1,1,1,1,6,1,1,1,1,2
846,3,3,1,1,1,1,1,5,1,1,1,1,2
847,4,3,1,1,1,1,1,4,1,1,1,1,2
848,5,2,1,1,1,1,1,3,1,1,1,1,1
849,2,3,1,1,1,1,1,4,1,1,1,1,2
850,3,3,1,1,1,1,1,7,1,1,1,1,2
851,4,3,1,1,1,1,1,3,1,1,1,1,2
852,5,2,1,1,1,1,1,5,1,1,1,1,1
853,1,3,1,1,1,1,1,6,1,1,1,1,2
854,2,3,1,1,1,1,1,4,1,1,1,1,2
855,3,2,1,1,1,1,1,3,1,1,1,1,2
856,4,3,1,1,1,1,1,4,1,1,1,1,2
857,5,3,1,1,1,1,1,3,1,1,1,1,1
858,1,3,1,1,1,1,1,6,2,3,1,1,2
859,2,2,1,1,1,1,1,2,1,1,1,1,2
860,3,3,1,1,1,1,1,6,1,1,1,1,2
861,4,3,1,1,1,1,2,2,1,1,1,1,1
862,5,2,1,1,1,1,1,4,1,1,1,1,1
863,2,3,1,1,1,1,1,3,1,1,1,1,2
864,4,3,1,1,1,1,2,1,1,1,1,1,1
865,5,3,1,1,1,1,1,3,1,1,1,1,1
866,1,3,1,1,1,2,2,1,1,1,1,1,2
867,2,3,1,1,1,1,1,3,1,1,1,1,2
868,3,3,1,1,1,1,1,2,1,1,1,1,2
869,4,3,1,1,1,1,1,3,1,1,1,1,2
870,1,3,1,1,1,1,2,4,1,1,1,1,2
871,2,2,1,1,1,1,1,1,1,1,1,1,2
872,3,3,1,1,1,1,1,2,1,1,1,1,2
873,1,3,1,1,1,1,1,4,1,1,1,1,2
874,2,3,1,1,1,1,1,6,1,1,1,1,2
875,4,3,1,1,1,1,2,2,1,1,1,1,1
876,1,3,1,1,1,1,1,2,1,1,1,1,2
877,2,3,1,1,1,1,1,4,1,1,1,1,2
878,3,3,1,1,1,1,1,4,1,1,1,1,2
879,4,3,1,1,1,1,1,4,1,1,1,1,2
880,5,2,1,1,1,1,1,4,1,1,1,1,1
881,2,3,1,1,1,1,1,3,1,1,1,1,2
882,1,3,1,1,1,1,1,3,1,1,1,1,2
883,2,3,1,1,1,2,2,2,1,1,1,1,2
884,3,2,1,1,1,1,1,6,2,2,1,1,2
885,4,3,1,1,1,1,1,3,1,1,1,1,2
886,1,2,1,1,1,1,1,5,1,1,1,1,2
887,2,2,1,1,1,1,1,6,1,1,1,1,2
888,3,3,1,1,1,1,1,3,1,1,1,1,2
889,5,2,1,1,1,1,1,2,1,1,1,1,1
890,1,3,1,1,1,1,1,5,1,1,1,1,2
891,2,2,1,1,1,1,2,4,1,1,1,1,2
892,3,3,1,1,1,1,1,3,1,1,1,1,2
893,4,3,1,1,1,1,1,5,1,1,1,1,2
894,5,2,1,1,1,1,2,5,1,1,1,1,2
895,1,3,1,1,1,1,1,3,1,1,1,1,2
896,2,3,1,1,1,1,1,3,1,1,1,1,2
897,3,3,1,1,1,1,1,3,1,1,1,1,2
898,5,3,1,1,1,1,1,4,1,1,1,1,1
899,1,3,1,1,1,1,1,3,1,1,1,1,2
900,2,2,1,1,1,1,1,5,1,1,1,1,2
901,3,2,1,1,1,1,1,4,1,1,1,1,2
902,4,3,1,1,1,1,1,4,1,1,1,1,2
903,5,3,1,1,1,1,1,6,1,1,1,1,2
904,1,3,1,1,1,1,1,5,1,1,1,1,2
905,2,3,1,1,1,1,1,2,1,1,1,1,2
906,3,3,1,1,1,1,1,2,1,1,1,1,2
907,4,2,1,1,1,1,2,2,1,1,1,1,1
908,5,2,1,1,1,1,1,4,1,1,1,1,1
909,1,3,1,1,1,1,1,2,1,1,1,1,2
910,2,2,1,1,1,1,1,4,1,1,1,1,2
911,3,3,1,1,1,1,1,4,1,1,1,1,2
912,4,3,1,1,1,1,1,8,1,1,1,1,2
913,5,3,1,1,1,1,2,4,1,1,1,1,1
914,1,2,1,1,1,1,1,6,1,1,1,1,2
915,2,3,1,1,1,1,2,1,1,1,1,1,2
916,5,3,1,1,1,1,1,5,1,1,1,1,2
917,1,3,1,1,1,1,1,7,1,1,1,1,2
918,2,3,1,1,1,1,1,5,1,1,1,1,2
919,3,2,1,1,1,1,1,5,1,1,1,1,2
920,4,2,1,1,1,1,2,3,1,1,1,1,1
921,5,2,1,1,1,1,1,5,1,1,1,1,1
922,2,3,1,1,1,1,1,3,1,1,1,1,2
923,3,3,1,1,1,1,2,1,1,1,1,1,1
924,4,3,1,1,1,1,1,6,1,1,1,1,2
925,5,3,1,1,1,1,1,4,1,1,1,1,1
926,3,3,1,1,1,1,1,2,1,1,1,1,2
927,4,3,1,1,1,1,1,4,1,1,1,1,2
928,5,3,1,1,1,1,1,4,1,1,1,1,1
929,1,3,1,1,1,1,1,3,1,1,1,1,2
930,2,3,1,1,1,1,1,4,1,1,1,1,2
931,4,3,1,1,1,1,1,3,1,1,1,1,2
932,5,3,1,1,1,1,1,3,1,1,1,1,1
933,1,3,1,1,1,1,1,4,1,1,1,1,2
934,2,3,1,1,1,1,1,3,1,1,1,1,2
935,3,3,1,1,1,1,1,4,1,1,1,1,2
936,4,3,1,1,1,1,1,4,1,1,1,1,2
937,2,3,1,1,1,1,1,5,1,1,1,1,2
938,3,3,1,1,1,1,1,4,1,1,1,1,2
939,4,3,1,1,1,1,1,1,1,1,1,1,1
940,2,3,1,1,1,1,1,2,1,1,1,1,2
941,3,3,1,1,1,1,1,3,1,1,1,1,2
942,4,3,1,1,1,1,2,1,1,1,1,1,1
943,1,3,1,1,1,1,1,4,1,1,1,1,2
944,2,2,1,1,1,1,1,4,1,1,1,1,2
945,3,3,1,1,1,1,1,3,1,1,1,1,2
946,4,3,1,1,1,1,1,1,1,1,1,1,1
947,1,2,1,1,1,1,1,8,1,1,1,1,2
948,2,2,1,1,1,2,2,3,1,1,1,1,2
949,4,2,1,1,1,1,1,5,1,1,1,1,2
950,1,3,1,1,1,1,1,2,1,1,1,1,2
951,2,3,1,1,1,1,1,4,1,1,1,1,2
952,3,3,1,1,1,1,2,1,1,1,1,1,1
953,4,3,1,1,1,1,1,6,1,1,1,1,2
954,5,3,1,1,1,1,1,5,1,1,1,1,2
955,1,2,1,1,1,1,1,4,1,1,1,1,2
956,2,2,1,1,1,1,1,3,1,1,1,1,2
957,3,3,1,1,1,1,1,3,1,1,1,1,2
958,4,2,1,1,1,1,1,6,1,1,1,1,2
959,5,2,1,1,1,1,2,5,1,1,1,1,2
960,1,3,1,1,1,1,1,6,1,1,1,1,2
961,2,3,1,1,1,1,1,2,1,1,1,1,2
962,3,2,1,1,1,1,1,4,1,1,1,1,2
963,4,2,1,1,1,1,1,3,1,1,1,1,1
964,5,2,1,1,1,1,2,4,1,1,1,1,1
965,1,3,1,1,1,1,1,4,1,1,1,1,2
966,3,3,1,1,1,1,1,2,1,1,1,1,2
967,4,2,1,1,1,1,1,5,1,1,1,1,2
968,5,3,1,1,1,1,1,2,1,1,1,1,1
969,1,3,1,1,1,1,1,4,1,1,1,1,2
970,2,2,1,1,1,1,1,5,1,1,1,1,2
971,3,3,1,1,1,1,2,7,1,1,1,1,2
972,1,3,1,1,1,1,1,4,1,1,1,1,2
973,2,2,1,1,1,1,1,4,1,1,1,1,2
974,3,3,1,1,1,1,1,3,1,1,1,1,2
975,4,3,1,1,1,1,1,2,1,1,1,1,1
976,5,3,1,1,1,1,1,4,1,1,1,1,1
977,1,3,1,1,1,1,1,2,1,1,1,1,2
978,3,3,1,1,1,1,1,5,1,1,1,1,2
979,4,3,1,1,1,1,1,3,1,1,1,1,2
980,1,3,1,1,1,1,1,2,1,1,1,1,2
